DateStart,DateLastWorking,elevation,slope,terrain_ruggedness,aspect_radians,snow_annual,barren,conif_open,herbaceous,shrub,dtown_m,droad_m,trail01_formal,trail01_informal,road01_paved,road01_unpaved,disturbance_bv,disturbance_bc,dwater_m,humans_per_day,site_name
3461.0416666666665,3791.0416666666665,1351,3,1,5.69518277430768,7.95128536224365,0,1,0,0,8311.10688120455,934.918323280387,0,1,0,0,1,0,577.0615234375,0.422492401215805,camera_14
5716.041666666667,5793.041666666667,1417,9,2.625,0.643501078934446,10.4260721206665,0,1,0,0,746.543805269865,656.489077867807,0,1,0,0,1,0,1207.47668457031,0.0131578947368421,camera_8
5730.041666666667,5789.041666666667,1299,2,1.375,3.28348960489474,7.49139499664307,0,0,0,0,931.002972260181,166.693597969055,0,0,0,0,1,0,30,0.0172413793103448,camera_5
3060.0416666666665,3263.0416666666665,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
3292.0416666666665,3656.0416666666665,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
3668.0416666666665,3690.0416666666665,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
3699.0416666666665,4017.0416666666665,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4020.0416666666665,4060.0416666666665,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4077.0416666666665,4262.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4267.041666666667,4400.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4446.041666666667,4697.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4715.041666666667,4725.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4735.041666666667,4756.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4770.041666666667,4782.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4803.041666666667,4820.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
4867.041666666667,5044.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
5056.041666666667,5418.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
5566.041666666667,5580.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
5625.041666666667,5735.041666666667,1492,10,3.75,3.95923770304647,9.16095447540283,0,0,0,0,863.412168203941,874.338134298115,0,0,0,0,1,0,2066.51879882812,0.0230708035003978,camera_1
3081.0416666666665,3816.0416666666665,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,0.15922619047619,camera_2
3948.0416666666665,4416.041666666667,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,0.15922619047619,camera_2
4447.041666666667,4759.041666666667,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,0.15922619047619,camera_2
4768.041666666667,4820.041666666667,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,0.15922619047619,camera_2
4932.041666666667,5085.041666666667,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,0.15922619047619,camera_2
5232.041666666667,5335.041666666667,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,0.15922619047619,camera_2
5385.041666666667,5471.041666666667,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,0.15922619047619,camera_2
5558.041666666667,5674.041666666667,1463,21,6.5,0.536688179066525,11.0559511184692,0,1,0,0,538.227772157317,589.372022595517,0,1,0,0,1,0,1490.369140625,0.15922619047619,camera_2
4588.041666666667,4759.041666666667,1331,19,12.25,5.95385933941261,8.62888050079346,0,0,0,0,2407.48395893627,174.27905310164,1,0,0,0,1,0,283.019439697266,0.970066518847007,camera_10
4767.041666666667,5138.041666666667,1331,19,12.25,5.95385933941261,8.62888050079346,0,0,0,0,2407.48395893627,174.27905310164,1,0,0,0,1,0,283.019439697266,0.970066518847007,camera_10
5198.041666666667,5207.041666666667,1331,19,12.25,5.95385933941261,8.62888050079346,0,0,0,0,2407.48395893627,174.27905310164,1,0,0,0,1,0,283.019439697266,0.970066518847007,camera_10
5313.041666666667,5471.041666666667,1331,19,12.25,5.95385933941261,8.62888050079346,0,0,0,0,2407.48395893627,174.27905310164,1,0,0,0,1,0,283.019439697266,0.970066518847007,camera_10
5551.041666666667,5749.041666666667,1331,19,12.25,5.95385933941261,8.62888050079346,0,0,0,0,2407.48395893627,174.27905310164,1,0,0,0,1,0,283.019439697266,0.970066518847007,camera_10
2188.0416666666665,2244.0416666666665,1335,5,1.625,1.15257204447025,12.6744165420532,0,1,0,0,2482.32835846055,1011.10880924594,0,1,0,0,1,0,201.246109008789,0.0386740331491713,camera_7
2256.0416666666665,2564.0416666666665,1335,5,1.625,1.15257204447025,12.6744165420532,0,1,0,0,2482.32835846055,1011.10880924594,0,1,0,0,1,0,201.246109008789,0.0386740331491713,camera_7
632.0416666666666,953.0416666666666,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
1130.0416666666667,1646.0416666666667,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
1666.0416666666667,2190.0416666666665,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
2210.0416666666665,2232.0416666666665,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
2252.0416666666665,3654.0416666666665,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
3655.0416666666665,4011.0416666666665,1297,4,1.25,5.84655791593222,9.86038494110107,1,0,0,0,2180.56425461128,47.5958038975725,0,0,1,0,1,0,161.554946899414,0.046849087893864,camera_11
